"ID";"WijkenEnBuurten";"TotaalGeweldsEnSeksueleMisdrijven_22";"Mishandeling_23";"BedreigingEnStalking_24";"OverigeGeweldsEnSeksueleMisdrijven_25"
"0";"GM1680    ";"66";"26";"23";"17"
"1";"WK168000  ";"7";"3";"3";"1"
"2";"BU16800000";"7";"3";"3";"1"
"3";"BU16800009";"0";"0";"0";"0"
"4";"WK168001  ";"2";"1";"0";"1"
"5";"BU16800100";"1";"0";"0";"1"
"6";"BU16800109";"1";"1";"0";"0"
"7";"WK168002  ";"0";"0";"0";"0"
"8";"BU16800200";"0";"0";"0";"0"
"9";"BU16800209";"0";"0";"0";"0"
"10";"WK168003  ";"0";"0";"0";"0"
"11";"BU16800300";"0";"0";"0";"0"
"12";"BU16800309";;;;
"13";"WK168004  ";"0";"0";"0";"0"
"14";"BU16800400";;;;
"15";"BU16800409";"0";"0";"0";"0"
"16";"WK168005  ";"0";"0";"0";"0"
"17";"BU16800500";"0";"0";"0";"0"
"18";"BU16800509";"0";"0";"0";"0"
"19";"WK168006  ";"0";"0";"0";"0"
"20";"BU16800600";"0";"0";"0";"0"
"21";"BU16800609";;;;
"22";"WK168007  ";"0";"0";"0";"0"
"23";"BU16800700";"0";"0";"0";"0"
"24";"BU16800709";;;;
"25";"WK168008  ";"0";"0";"0";"0"
"26";"BU16800800";"0";"0";"0";"0"
"27";"BU16800809";;;;
"28";"WK168009  ";"1";"1";"0";"0"
"29";"BU16800900";"1";"1";"0";"0"
"30";"BU16800909";;;;
"31";"WK168011  ";"0";"0";"0";"0"
"32";"BU16801100";"0";"0";"0";"0"
"33";"BU16801109";;;;
"34";"WK168012  ";"3";"1";"0";"2"
"35";"BU16801200";"3";"1";"0";"2"
"36";"BU16801209";"0";"0";"0";"0"
"37";"WK168013  ";"0";"0";"0";"0"
"38";"BU16801300";"0";"0";"0";"0"
"39";"BU16801309";;;;
"40";"WK168014  ";"11";"7";"2";"2"
"41";"BU16801400";"8";"5";"2";"1"
"42";"BU16801401";"0";"0";"0";"0"
"43";"BU16801409";"3";"2";"0";"1"
"44";"WK168015  ";"10";"2";"7";"1"
"45";"BU16801500";"10";"2";"7";"1"
"46";"BU16801501";"0";"0";"0";"0"
"47";"BU16801509";;;;
"48";"WK168016  ";"0";"0";"0";"0"
"49";"BU16801600";"0";"0";"0";"0"
"50";"BU16801601";;;;
"51";"BU16801609";"0";"0";"0";"0"
"52";"WK168017  ";"16";"6";"4";"6"
"53";"BU16801700";"13";"5";"3";"5"
"54";"BU16801709";"3";"1";"1";"1"
"55";"WK168018  ";"4";"1";"2";"1"
"56";"BU16801800";"3";"0";"2";"1"
"57";"BU16801801";"0";"0";"0";"0"
"58";"BU16801802";"0";"0";"0";"0"
"59";"BU16801809";"1";"1";"0";"0"
"60";"WK168019  ";"8";"3";"4";"1"
"61";"BU16801900";"8";"3";"4";"1"
"62";"BU16801901";"0";"0";"0";"0"
"63";"BU16801902";"0";"0";"0";"0"
"64";"BU16801903";"0";"0";"0";"0"
"65";"BU16801908";"0";"0";"0";"0"
"66";"BU16801909";"0";"0";"0";"0"
"67";"WK168020  ";"3";"0";"1";"2"
"68";"BU16802000";"1";"0";"0";"1"
"69";"BU16802001";"0";"0";"0";"0"
"70";"BU16802008";"0";"0";"0";"0"
"71";"BU16802009";"2";"0";"1";"1"
"72";"WK168021  ";"1";"1";"0";"0"
"73";"BU16802100";"0";"0";"0";"0"
"74";"BU16802101";"1";"1";"0";"0"
"75";"BU16802109";;;;
"76";"GM0738    ";"35";"13";"17";"5"
"77";"WK073800  ";"18";"7";"9";"2"
"78";"BU07380000";"13";"5";"7";"1"
"79";"BU07380001";"4";"1";"2";"1"
"80";"BU07380009";"1";"1";"0";"0"
"81";"WK073801  ";"10";"4";"4";"2"
"82";"BU07380100";"10";"4";"4";"2"
"83";"BU07380109";"0";"0";"0";"0"
"84";"WK073802  ";"4";"1";"3";"0"
"85";"BU07380200";"4";"1";"3";"0"
"86";"BU07380209";"0";"0";"0";"0"
"87";"WK073803  ";"1";"1";"0";"0"
"88";"BU07380300";"1";"1";"0";"0"
"89";"BU07380309";"0";"0";"0";"0"
"90";"WK073804  ";"0";"0";"0";"0"
"91";"BU07380400";"0";"0";"0";"0"
"92";"BU07380409";"0";"0";"0";"0"
"93";"WK073805  ";"2";"0";"1";"1"
"94";"BU07380500";"2";"0";"1";"1"
"95";"BU07380509";"0";"0";"0";"0"
"96";"WK073806  ";"0";"0";"0";"0"
"97";"BU07380600";"0";"0";"0";"0"
"98";"BU07380609";"0";"0";"0";"0"
"99";"GM0358    ";"116";"59";"41";"16"
"100";"WK035800  ";"53";"28";"15";"10"
"101";"BU03580000";"10";"8";"1";"1"
"102";"BU03580001";"19";"7";"9";"3"
"103";"BU03580004";"22";"12";"4";"6"
"104";"BU03580005";"2";"1";"1";"0"
"105";"WK035801  ";"27";"16";"8";"3"
"106";"BU03580100";"27";"16";"8";"3"
"107";"WK035802  ";"36";"15";"18";"3"
"108";"BU03580200";"3";"0";"2";"1"
"109";"BU03580201";"8";"6";"1";"1"
"110";"BU03580205";"22";"7";"14";"1"
"111";"BU03580206";"3";"2";"1";"0"
"112";"GM0197    ";"48";"27";"12";"9"
"113";"WK019701  ";"6";"6";"0";"0"
"114";"BU01970101";"0";"0";"0";"0"
"115";"BU01970102";"0";"0";"0";"0"
"116";"BU01970103";"3";"3";"0";"0"
"117";"BU01970104";"0";"0";"0";"0"
"118";"BU01970105";"0";"0";"0";"0"
"119";"BU01970106";"0";"0";"0";"0"
"120";"BU01970107";"0";"0";"0";"0"
"121";"BU01970108";"0";"0";"0";"0"
"122";"BU01970109";"0";"0";"0";"0"
"123";"BU01970110";"0";"0";"0";"0"
"124";"BU01970111";"2";"2";"0";"0"
"125";"BU01970112";"1";"1";"0";"0"
"126";"WK019702  ";"2";"0";"0";"2"
"127";"BU01970201";"0";"0";"0";"0"
"128";"BU01970202";;;;
"129";"BU01970203";"0";"0";"0";"0"
"130";"BU01970204";"2";"0";"0";"2"
"131";"WK019703  ";"22";"13";"3";"6"
"132";"BU01970301";"7";"5";"1";"1"
"133";"BU01970302";"2";"0";"0";"2"
"134";"BU01970303";"3";"1";"0";"2"
"135";"BU01970304";"3";"0";"2";"1"
"136";"BU01970305";"0";"0";"0";"0"
"137";"BU01970306";"0";"0";"0";"0"
"138";"BU01970307";"7";"7";"0";"0"
"139";"WK019704  ";"18";"8";"9";"1"
"140";"BU01970400";"7";"2";"4";"1"
"141";"BU01970401";"3";"3";"0";"0"
"142";"BU01970402";"7";"3";"4";"0"
"143";"BU01970403";"0";"0";"0";"0"
"144";"BU01970408";;;;
"145";"BU01970409";"1";"0";"1";"0"
"146";"GM0059    ";"99";"48";"35";"16"
"147";"WK005900  ";"46";"23";"16";"7"
"148";"BU00590000";"12";"7";"5";"0"
"149";"BU00590001";"4";"2";"2";"0"
"150";"BU00590002";"15";"6";"5";"4"
"151";"BU00590003";"13";"7";"4";"2"
"152";"BU00590004";"1";"1";"0";"0"
"153";"BU00590005";"1";"0";"0";"1"
"154";"BU00590006";"0";"0";"0";"0"
"155";"BU00590007";"0";"0";"0";"0"
"156";"BU00590008";"0";"0";"0";"0"
"157";"BU00590009";"0";"0";"0";"0"
"158";"WK005901  ";"8";"5";"1";"2"
"159";"BU00590100";"0";"0";"0";"0"
"160";"BU00590102";"3";"2";"1";"0"
"161";"BU00590103";"2";"0";"0";"2"
"162";"BU00590107";;;;
"163";"BU00590108";"3";"3";"0";"0"
"164";"BU00590109";"0";"0";"0";"0"
"165";"WK005902  ";"45";"20";"18";"7"
"166";"BU00590200";"18";"9";"5";"4"
"167";"BU00590201";"15";"6";"6";"3"
"168";"BU00590202";"2";"2";"0";"0"
"169";"BU00590203";"7";"2";"5";"0"
"170";"BU00590206";"2";"1";"1";"0"
"171";"BU00590207";"0";"0";"0";"0"
"172";"BU00590208";"0";"0";"0";"0"
"173";"BU00590209";"1";"0";"1";"0"
"174";"GM0482    ";"53";"35";"13";"5"
"175";"WK048201  ";"19";"16";"2";"1"
"176";"BU04820101";"0";"0";"0";"0"
"177";"BU04820102";"3";"1";"1";"1"
"178";"BU04820103";"5";"5";"0";"0"
"179";"BU04820104";"7";"7";"0";"0"
"180";"BU04820105";"4";"3";"1";"0"
"181";"WK048202  ";"13";"7";"5";"1"
"182";"BU04820201";"1";"1";"0";"0"
"183";"BU04820202";"2";"1";"1";"0"
"184";"BU04820203";"0";"0";"0";"0"
"185";"BU04820204";;;;
"186";"BU04820205";"4";"1";"2";"1"
"187";"BU04820206";"6";"4";"2";"0"
"188";"WK048203  ";"10";"5";"2";"3"
"189";"BU04820301";"1";"0";"1";"0"
"190";"BU04820302";"0";"0";"0";"0"
"191";"BU04820303";"2";"1";"0";"1"
"192";"BU04820304";"1";"0";"0";"1"
"193";"BU04820305";"1";"1";"0";"0"
"194";"BU04820306";"2";"1";"1";"0"
"195";"BU04820307";"3";"2";"0";"1"
"196";"WK048204  ";"6";"2";"4";"0"
"197";"BU04820401";"1";"0";"1";"0"
"198";"BU04820402";"5";"2";"3";"0"
"199";"BU04820403";"0";"0";"0";"0"
"200";"BU04820404";"0";"0";"0";"0"
"201";"WK048205  ";"5";"5";"0";"0"
"202";"BU04820501";"4";"4";"0";"0"
"203";"BU04820502";"0";"0";"0";"0"
"204";"BU04820503";"1";"1";"0";"0"
"205";"WK048206  ";"0";"0";"0";"0"
"206";"BU04820601";"0";"0";"0";"0"
"207";"BU04820602";"0";"0";"0";"0"
"208";"BU04820603";;;;
"209";"BU04820604";"0";"0";"0";"0"
"210";"GM0613    ";"141";"62";"66";"13"
"211";"WK061301  ";"12";"6";"6";"0"
"212";"BU06130101";"6";"3";"3";"0"
"213";"BU06130102";"6";"3";"3";"0"
"214";"BU06130103";;;;
"215";"BU06130104";"0";"0";"0";"0"
"216";"WK061302  ";"6";"3";"2";"1"
"217";"BU06130205";"5";"3";"2";"0"
"218";"BU06130207";"1";"0";"0";"1"
"219";"WK061303  ";"96";"38";"52";"6"
"220";"BU06130308";"2";"1";"0";"1"
"221";"BU06130309";"1";"0";"0";"1"
"222";"BU06130310";"4";"0";"4";"0"
"223";"BU06130311";"1";"1";"0";"0"
"224";"BU06130312";"88";"36";"48";"4"
"225";"BU06130313";"0";"0";"0";"0"
"226";"WK061304  ";"15";"9";"4";"2"
"227";"BU06130414";"6";"3";"3";"0"
"228";"BU06130415";"1";"0";"0";"1"
"229";"BU06130416";"0";"0";"0";"0"
"230";"BU06130417";"0";"0";"0";"0"
"231";"BU06130418";"7";"6";"1";"0"
"232";"BU06130419";"1";"0";"0";"1"
"233";"BU06130420";"0";"0";"0";"0"
"234";"WK061305  ";"2";"2";"0";"0"
"235";"BU06130521";"0";"0";"0";"0"
"236";"BU06130522";"2";"2";"0";"0"
"237";"WK061306  ";"10";"4";"2";"4"
"238";"BU06130623";"5";"2";"1";"2"
"239";"BU06130624";"4";"2";"1";"1"
"240";"BU06130625";;;;
"241";"BU06130626";"1";"0";"0";"1"
"242";"WK061307  ";"0";"0";"0";"0"
"243";"BU06130706";"0";"0";"0";"0"
"244";"GM0361    ";"534";"314";"161";"59"
"245";"WK036101  ";"46";"21";"19";"6"
"246";"BU03610100";"8";"4";"3";"1"
"247";"BU03610101";"0";"0";"0";"0"
"248";"BU03610102";"10";"3";"5";"2"
"249";"BU03610103";"7";"4";"3";"0"
"250";"BU03610104";"2";"1";"0";"1"
"251";"BU03610105";"8";"2";"6";"0"
"252";"BU03610106";"3";"1";"0";"2"
"253";"BU03610107";"0";"0";"0";"0"
"254";"BU03610108";"5";"4";"1";"0"
"255";"BU03610109";"3";"2";"1";"0"
"256";"WK036102  ";"57";"32";"18";"7"
"257";"BU03610200";"3";"1";"2";"0"
"258";"BU03610201";"2";"1";"1";"0"
"259";"BU03610202";"1";"1";"0";"0"
"260";"BU03610203";"18";"14";"3";"1"
"261";"BU03610204";"14";"6";"4";"4"
"262";"BU03610205";"2";"2";"0";"0"
"263";"BU03610206";"4";"1";"2";"1"
"264";"BU03610208";"8";"2";"5";"1"
"265";"BU03610209";"5";"4";"1";"0"
"266";"WK036103  ";"48";"30";"12";"6"
"267";"BU03610300";"21";"10";"7";"4"
"268";"BU03610301";"9";"7";"1";"1"
"269";"BU03610302";"4";"2";"2";"0"
"270";"BU03610303";"6";"4";"2";"0"
"271";"BU03610308";"3";"3";"0";"0"
"272";"BU03610309";"5";"4";"0";"1"
"273";"WK036104  ";"68";"26";"30";"12"
"274";"BU03610400";"13";"4";"6";"3"
"275";"BU03610401";"18";"6";"10";"2"
"276";"BU03610402";"4";"1";"2";"1"
"277";"BU03610403";"13";"6";"5";"2"
"278";"BU03610404";"4";"2";"1";"1"
"279";"BU03610409";"16";"7";"6";"3"
"280";"WK036105  ";"33";"20";"13";"0"
"281";"BU03610500";"15";"11";"4";"0"
"282";"BU03610501";"2";"2";"0";"0"
"283";"BU03610502";"8";"2";"6";"0"
"284";"BU03610503";"8";"5";"3";"0"
"285";"WK036106  ";"57";"34";"15";"8"
"286";"BU03610600";"15";"9";"3";"3"
"287";"BU03610601";"5";"2";"3";"0"
"288";"BU03610602";"2";"1";"1";"0"
"289";"BU03610603";"12";"6";"4";"2"
"290";"BU03610604";"23";"16";"4";"3"
"291";"WK036107  ";"39";"20";"14";"5"
"292";"BU03610700";"16";"8";"7";"1"
"293";"BU03610701";"10";"4";"3";"3"
"294";"BU03610702";"5";"3";"1";"1"
"295";"BU03610703";"4";"3";"1";"0"
"296";"BU03610704";"4";"2";"2";"0"
"297";"BU03610709";"0";"0";"0";"0"
"298";"WK036108  ";"170";"121";"36";"13"
"299";"BU03610800";"85";"66";"13";"6"
"300";"BU03610801";"45";"30";"11";"4"
"301";"BU03610802";"22";"11";"9";"2"
"302";"BU03610803";"18";"14";"3";"1"
"303";"WK036109  ";"1";"1";"0";"0"
"304";"BU03610900";"0";"0";"0";"0"
"305";"BU03610901";"0";"0";"0";"0"
"306";"BU03610902";"1";"1";"0";"0"
"307";"BU03610903";"0";"0";"0";"0"
"308";"BU03610904";"0";"0";"0";"0"
"309";"BU03610905";"0";"0";"0";"0"
"310";"BU03610906";"0";"0";"0";"0"
"311";"WK036110  ";"11";"6";"4";"1"
"312";"BU03611000";;;;
"313";"BU03611001";"0";"0";"0";"0"
"314";"BU03611002";"1";"0";"1";"0"
"315";"BU03611003";"8";"4";"3";"1"
"316";"BU03611004";"1";"1";"0";"0"
"317";"BU03611005";"1";"1";"0";"0"
"318";"BU03611006";"0";"0";"0";"0"
"319";"WK036111  ";"4";"3";"0";"1"
"320";"BU03611100";"3";"2";"0";"1"
"321";"BU03611101";"1";"1";"0";"0"
"322";"GM0141    ";"502";"234";"177";"91"
"323";"WK014110  ";"117";"62";"36";"19"
"324";"BU01411000";"60";"25";"25";"10"
"325";"BU01411001";"46";"30";"8";"8"
"326";"BU01411002";"3";"1";"1";"1"
"327";"BU01411003";"8";"6";"2";"0"
"328";"WK014111  ";"47";"25";"17";"5"
"329";"BU01411100";"1";"0";"1";"0"
"330";"BU01411101";"3";"2";"1";"0"
"331";"BU01411102";"11";"6";"3";"2"
"332";"BU01411103";"13";"6";"6";"1"
"333";"BU01411104";"1";"1";"0";"0"
"334";"BU01411105";"12";"7";"3";"2"
"335";"BU01411106";"1";"1";"0";"0"
"336";"BU01411109";"5";"2";"3";"0"
"337";"WK014112  ";"52";"25";"12";"15"
"338";"BU01411200";"13";"6";"3";"4"
"339";"BU01411201";"6";"3";"3";"0"
"340";"BU01411202";"2";"0";"0";"2"
"341";"BU01411209";"31";"16";"6";"9"
"342";"WK014113  ";"39";"18";"16";"5"
"343";"BU01411300";"11";"2";"7";"2"
"344";"BU01411301";"0";"0";"0";"0"
"345";"BU01411302";"8";"7";"1";"0"
"346";"BU01411303";"19";"8";"8";"3"
"347";"BU01411309";"1";"1";"0";"0"
"348";"WK014114  ";"62";"30";"22";"10"
"349";"BU01411400";"4";"2";"1";"1"
"350";"BU01411401";"1";"0";"1";"0"
"351";"BU01411402";"24";"11";"11";"2"
"352";"BU01411403";"9";"3";"2";"4"
"353";"BU01411404";"1";"0";"1";"0"
"354";"BU01411405";"18";"10";"5";"3"
"355";"BU01411406";"3";"2";"1";"0"
"356";"BU01411409";"2";"2";"0";"0"
"357";"WK014115  ";"38";"12";"23";"3"
"358";"BU01411500";"19";"7";"11";"1"
"359";"BU01411501";"4";"2";"2";"0"
"360";"BU01411502";"7";"1";"5";"1"
"361";"BU01411503";"8";"2";"5";"1"
"362";"WK014116  ";"43";"23";"10";"10"
"363";"BU01411600";"6";"3";"2";"1"
"364";"BU01411601";"8";"3";"3";"2"
"365";"BU01411602";"1";"1";"0";"0"
"366";"BU01411603";"7";"4";"2";"1"
"367";"BU01411604";"11";"7";"1";"3"
"368";"BU01411605";"10";"5";"2";"3"
"369";"WK014117  ";"24";"7";"10";"7"
"370";"BU01411700";"2";"1";"1";"0"
"371";"BU01411701";"4";"2";"1";"1"
"372";"BU01411702";"14";"3";"8";"3"
"373";"BU01411703";"1";"1";"0";"0"
"374";"BU01411709";"3";"0";"0";"3"
"375";"WK014118  ";"26";"12";"9";"5"
"376";"BU01411800";"0";"0";"0";"0"
"377";"BU01411801";"4";"2";"0";"2"
"378";"BU01411802";"10";"4";"5";"1"
"379";"BU01411803";"1";"1";"0";"0"
"380";"BU01411804";"2";"1";"1";"0"
"381";"BU01411805";"9";"4";"3";"2"
"382";"BU01411806";"0";"0";"0";"0"
"383";"WK014119  ";"45";"15";"20";"10"
"384";"BU01411900";"10";"7";"3";"0"
"385";"BU01411901";"4";"1";"3";"0"
"386";"BU01411902";"7";"2";"4";"1"
"387";"BU01411903";"2";"1";"0";"1"
"388";"BU01411904";"0";"0";"0";"0"
"389";"BU01411905";"8";"2";"5";"1"
"390";"BU01411906";"0";"0";"0";"0"
"391";"BU01411907";"1";"0";"0";"1"
"392";"BU01411908";"1";"0";"1";"0"
"393";"BU01411909";"5";"1";"0";"4"
"394";"BU01411910";"7";"1";"4";"2"
"395";"WK014120  ";"8";"4";"2";"2"
"396";"BU01412000";"4";"0";"2";"2"
"397";"BU01412001";"4";"4";"0";"0"
"398";"BU01412002";"0";"0";"0";"0"
"399";"BU01412009";"0";"0";"0";"0"
"400";"WK014121  ";"1";"1";"0";"0"
"401";"BU01412100";"1";"1";"0";"0"
"402";"BU01412109";"0";"0";"0";"0"
"403";"GM0034    ";"1119";"596";"363";"160"
"404";"WK003401  ";"106";"56";"36";"14"
"405";"BU00340101";"22";"10";"10";"2"
"406";"BU00340102";"13";"8";"3";"2"
"407";"BU00340103";"18";"8";"7";"3"
"408";"BU00340104";"5";"1";"3";"1"
"409";"BU00340105";"3";"2";"1";"0"
"410";"BU00340106";"13";"11";"1";"1"
"411";"BU00340107";"9";"3";"4";"2"
"412";"BU00340108";"18";"11";"4";"3"
"413";"BU00340109";"0";"0";"0";"0"
"414";"BU00340110";"0";"0";"0";"0"
"415";"BU00340171";"3";"2";"1";"0"
"416";"BU00340173";"2";"0";"2";"0"
"417";"BU00340199";"0";"0";"0";"0"
"418";"WK003402  ";"668";"363";"209";"96"
"419";"BU00340201";"187";"112";"47";"28"
"420";"BU00340202";"49";"27";"14";"8"
"421";"BU00340203";"18";"9";"8";"1"
"422";"BU00340204";"61";"26";"26";"9"
"423";"BU00340205";"11";"3";"5";"3"
"424";"BU00340206";"31";"17";"11";"3"
"425";"BU00340207";"34";"15";"13";"6"
"426";"BU00340208";"39";"19";"10";"10"
"427";"BU00340209";"19";"12";"4";"3"
"428";"BU00340210";"25";"16";"7";"2"
"429";"BU00340211";"51";"28";"17";"6"
"430";"BU00340212";"39";"21";"14";"4"
"431";"BU00340213";"22";"18";"3";"1"
"432";"BU00340214";"23";"10";"10";"3"
"433";"BU00340215";"24";"10";"9";"5"
"434";"BU00340271";"2";"0";"1";"1"
"435";"BU00340272";"8";"5";"2";"1"
"436";"BU00340273";"0";"0";"0";"0"
"437";"BU00340274";"4";"2";"2";"0"
"438";"BU00340275";"1";"0";"0";"1"
"439";"BU00340276";"4";"3";"1";"0"
"440";"BU00340299";"16";"10";"5";"1"
"441";"WK003403  ";"285";"143";"100";"42"
"442";"BU00340301";"26";"15";"9";"2"
"443";"BU00340302";"22";"8";"7";"7"
"444";"BU00340303";"23";"8";"11";"4"
"445";"BU00340304";"15";"11";"3";"1"
"446";"BU00340305";"22";"7";"10";"5"
"447";"BU00340306";"11";"4";"2";"5"
"448";"BU00340307";"12";"5";"4";"3"
"449";"BU00340308";"19";"11";"6";"2"
"450";"BU00340309";"15";"9";"4";"2"
"451";"BU00340310";"24";"18";"5";"1"
"452";"BU00340311";"27";"11";"13";"3"
"453";"BU00340312";"48";"24";"20";"4"
"454";"BU00340313";"2";"1";"1";"0"
"455";"BU00340371";"2";"1";"1";"0"
"456";"BU00340372";"10";"7";"2";"1"
"457";"BU00340373";"3";"1";"2";"0"
"458";"BU00340399";"4";"2";"0";"2"
"459";"WK003404  ";"57";"34";"15";"8"
"460";"BU00340401";"14";"8";"4";"2"
"461";"BU00340402";"9";"5";"3";"1"
"462";"BU00340403";"17";"9";"5";"3"
"463";"BU00340404";"6";"3";"1";"2"
"464";"BU00340405";"7";"6";"1";"0"
"465";"BU00340471";"2";"1";"1";"0"
"466";"BU00340472";"2";"2";"0";"0"
"467";"BU00340473";"0";"0";"0";"0"
"468";"BU00340499";"0";"0";"0";"0"
"469";"WK003405  ";"3";"0";"3";"0"
"470";"BU00340502";"1";"0";"1";"0"
"471";"BU00340503";"2";"0";"2";"0"
"472";"BU00340571";;;;
"473";"BU00340599";"0";"0";"0";"0"
"474";"WK003406  ";"0";"0";"0";"0"
"475";"BU00340699";"0";"0";"0";"0"
"476";"GM0484    ";"428";"232";"140";"56"
"477";"WK048401  ";"32";"20";"6";"6"
"478";"BU04840101";"2";"2";"0";"0"
"479";"BU04840102";;;;
"480";"BU04840103";"1";"0";"0";"1"
"481";"BU04840104";"0";"0";"0";"0"
"482";"BU04840105";"10";"6";"1";"3"
"483";"BU04840106";"7";"4";"2";"1"
"484";"BU04840107";"2";"1";"1";"0"
"485";"BU04840108";"9";"6";"2";"1"
"486";"BU04840109";"0";"0";"0";"0"
"487";"BU04840110";"1";"1";"0";"0"
"488";"BU04840111";"0";"0";"0";"0"
"489";"WK048402  ";"60";"29";"24";"7"
"490";"BU04840201";"0";"0";"0";"0"
"491";"BU04840202";"13";"9";"4";"0"
"492";"BU04840203";"2";"0";"1";"1"
"493";"BU04840204";"3";"0";"2";"1"
"494";"BU04840205";"0";"0";"0";"0"
"495";"BU04840206";"10";"5";"3";"2"
"496";"BU04840207";"3";"2";"1";"0"
"497";"BU04840208";"7";"2";"4";"1"
"498";"BU04840209";"4";"4";"0";"0"
"499";"BU04840210";"6";"2";"3";"1"
"500";"BU04840211";"12";"5";"6";"1"
"501";"WK048403  ";"49";"20";"19";"10"
"502";"BU04840301";"3";"2";"1";"0"
"503";"BU04840302";"8";"2";"3";"3"
"504";"BU04840303";"5";"3";"0";"2"
"505";"BU04840304";"3";"1";"1";"1"
"506";"BU04840305";"4";"1";"2";"1"
"507";"BU04840306";"25";"10";"12";"3"
"508";"BU04840307";"1";"1";"0";"0"
"509";"WK048404  ";"46";"25";"16";"5"
"510";"BU04840401";"15";"10";"3";"2"
"511";"BU04840402";"12";"5";"4";"3"
"512";"BU04840403";"7";"6";"1";"0"
"513";"BU04840404";"4";"2";"2";"0"
"514";"BU04840405";"8";"2";"6";"0"
"515";"WK048405  ";"66";"48";"12";"6"
"516";"BU04840501";"11";"10";"1";"0"
"517";"BU04840502";"10";"4";"5";"1"
"518";"BU04840503";"37";"30";"5";"2"
"519";"BU04840504";"6";"2";"1";"3"
"520";"BU04840505";"0";"0";"0";"0"
"521";"BU04840506";"2";"2";"0";"0"
"522";"WK048406  ";"49";"23";"20";"6"
"523";"BU04840601";"14";"9";"5";"0"
"524";"BU04840602";"7";"3";"4";"0"
"525";"BU04840603";"13";"6";"4";"3"
"526";"BU04840604";"11";"2";"7";"2"
"527";"BU04840605";"4";"3";"0";"1"
"528";"WK048407  ";"4";"2";"2";"0"
"529";"BU04840701";"4";"2";"2";"0"
"530";"BU04840702";"0";"0";"0";"0"
"531";"WK048408  ";"27";"8";"10";"9"
"532";"BU04840801";"2";"1";"1";"0"
"533";"BU04840802";"6";"1";"5";"0"
"534";"BU04840803";"2";"0";"1";"1"
"535";"BU04840804";"2";"2";"0";"0"
"536";"BU04840805";"0";"0";"0";"0"
"537";"BU04840806";"4";"2";"1";"1"
"538";"BU04840807";"5";"0";"2";"3"
"539";"BU04840808";"1";"1";"0";"0"
"540";"BU04840809";"1";"0";"0";"1"
"541";"BU04840810";"3";"0";"0";"3"
"542";"BU04840811";"1";"1";"0";"0"
"543";"BU04840812";"0";"0";"0";"0"
"544";"BU04840813";"0";"0";"0";"0"
"545";"WK048409  ";;;;
"546";"BU04840901";;;;
"547";"WK048431  ";"3";"2";"1";"0"
"548";"BU04843101";"0";"0";"0";"0"
"549";"BU04843102";"0";"0";"0";"0"
"550";"BU04843103";"3";"2";"1";"0"
"551";"BU04843104";"0";"0";"0";"0"
"552";"WK048445  ";"3";"2";"1";"0"
"553";"BU04844501";"2";"1";"1";"0"
"554";"BU04844502";"0";"0";"0";"0"
"555";"BU04844503";"0";"0";"0";"0"
"556";"BU04844504";"1";"1";"0";"0"
"557";"WK048470  ";"42";"25";"14";"3"
"558";"BU04847001";"2";"0";"0";"2"
"559";"BU04847002";"1";"0";"1";"0"
"560";"BU04847003";"1";"1";"0";"0"
"561";"BU04847004";"1";"0";"0";"1"
"562";"BU04847005";"3";"1";"2";"0"
"563";"BU04847006";"6";"3";"3";"0"
"564";"BU04847007";"1";"1";"0";"0"
"565";"BU04847008";"8";"8";"0";"0"
"566";"BU04847009";"5";"1";"4";"0"
"567";"BU04847010";"1";"0";"1";"0"
"568";"BU04847011";"5";"4";"1";"0"
"569";"BU04847012";"2";"1";"1";"0"
"570";"BU04847013";"5";"4";"1";"0"
"571";"BU04847014";"1";"1";"0";"0"
"572";"BU04847015";"0";"0";"0";"0"
"573";"WK048471  ";"10";"8";"1";"1"
"574";"BU04847101";"1";"1";"0";"0"
"575";"BU04847102";"9";"7";"1";"1"
"576";"BU04847103";"0";"0";"0";"0"
"577";"WK048491  ";"9";"3";"4";"2"
"578";"BU04849101";"1";"0";"1";"0"
"579";"BU04849102";"1";"0";"0";"1"
"580";"BU04849103";"1";"1";"0";"0"
"581";"BU04849104";"4";"0";"3";"1"
"582";"BU04849105";"2";"2";"0";"0"
"583";"WK048494  ";"16";"9";"6";"1"
"584";"BU04849401";"2";"2";"0";"0"
"585";"BU04849402";"4";"4";"0";"0"
"586";"BU04849403";"9";"3";"6";"0"
"587";"BU04849404";"1";"0";"0";"1"
"588";"WK048496  ";"12";"8";"4";"0"
"589";"BU04849601";"0";"0";"0";"0"
"590";"BU04849602";"5";"4";"1";"0"
"591";"BU04849603";"4";"2";"2";"0"
"592";"BU04849604";"3";"2";"1";"0"
"593";"GM1723    ";"35";"20";"8";"7"
"594";"WK172300  ";"7";"3";"4";"0"
"595";"BU17230000";"5";"3";"2";"0"
"596";"BU17230001";"0";"0";"0";"0"
"597";"BU17230009";"2";"0";"2";"0"
"598";"WK172301  ";"23";"13";"4";"6"
"599";"BU17230100";"7";"3";"1";"3"
"600";"BU17230108";"10";"7";"0";"3"
"601";"BU17230109";"6";"3";"3";"0"
"602";"WK172302  ";"4";"4";"0";"0"
"603";"BU17230200";"0";"0";"0";"0"
"604";"BU17230208";"1";"1";"0";"0"
"605";"BU17230209";"3";"3";"0";"0"
"606";"WK172308  ";"1";"0";"0";"1"
"607";"BU17230809";"1";"0";"0";"1"
