"ID";"WijkenEnBuurten";"TotaalGeweldsEnSeksueleMisdrijven_22";"Mishandeling_23";"BedreigingEnStalking_24";"OverigeGeweldsEnSeksueleMisdrijven_25"
"4902";"BU03880100";"4";"4";"0";"0"
"4903";"BU03880101";"4";"0";"2";"2"
"4904";"BU03880102";"19";"7";"9";"3"
"4905";"BU03880103";"4";"2";"2";"0"
"4906";"GM0153    ";"871";"450";"241";"180"
"4907";"WK015300  ";"338";"195";"87";"56"
"4908";"BU01530000";"208";"141";"38";"29"
"4909";"BU01530001";"6";"3";"3";"0"
"4910";"BU01530002";"9";"4";"1";"4"
"4911";"BU01530003";"36";"19";"11";"6"
"4912";"BU01530004";"13";"8";"4";"1"
"4913";"BU01530005";"27";"8";"9";"10"
"4914";"BU01530006";"11";"3";"7";"1"
"4915";"BU01530007";"10";"3";"4";"3"
"4916";"BU01530008";"18";"6";"10";"2"
"4917";"WK015301  ";"58";"24";"19";"15"
"4918";"BU01530100";"23";"7";"11";"5"
"4919";"BU01530101";"5";"2";"1";"2"
"4920";"BU01530102";"6";"3";"1";"2"
"4921";"BU01530103";"20";"10";"4";"6"
"4922";"BU01530104";"3";"2";"1";"0"
"4923";"BU01530105";;;;
"4924";"BU01530106";"1";"0";"1";"0"
"4925";"WK015302  ";"100";"45";"29";"26"
"4926";"BU01530200";"8";"4";"2";"2"
"4927";"BU01530201";"18";"9";"5";"4"
"4928";"BU01530202";"16";"6";"5";"5"
"4929";"BU01530203";"29";"13";"12";"4"
"4930";"BU01530204";"8";"4";"3";"1"
"4931";"BU01530205";"7";"3";"0";"4"
"4932";"BU01530206";"8";"5";"1";"2"
"4933";"BU01530207";"4";"1";"1";"2"
"4934";"BU01530208";"2";"0";"0";"2"
"4935";"WK015303  ";"67";"31";"16";"20"
"4936";"BU01530300";"25";"11";"4";"10"
"4937";"BU01530301";"42";"20";"12";"10"
"4938";"WK015304  ";"60";"27";"19";"14"
"4939";"BU01530400";"7";"5";"2";"0"
"4940";"BU01530401";"5";"2";"1";"2"
"4941";"BU01530402";"12";"4";"6";"2"
"4942";"BU01530403";"11";"4";"5";"2"
"4943";"BU01530404";"16";"9";"5";"2"
"4944";"BU01530405";"2";"0";"0";"2"
"4945";"BU01530406";"7";"3";"0";"4"
"4946";"WK015305  ";"25";"13";"9";"3"
"4947";"BU01530500";"8";"3";"3";"2"
"4948";"BU01530501";"12";"7";"4";"1"
"4949";"BU01530502";"4";"2";"2";"0"
"4950";"BU01530503";"1";"1";"0";"0"
"4951";"WK015306  ";"128";"66";"34";"28"
"4952";"BU01530600";"4";"3";"0";"1"
"4953";"BU01530601";"18";"7";"4";"7"
"4954";"BU01530602";"10";"7";"3";"0"
"4955";"BU01530603";"23";"11";"8";"4"
"4956";"BU01530604";"22";"13";"6";"3"
"4957";"BU01530605";"5";"0";"2";"3"
"4958";"BU01530606";"16";"10";"2";"4"
"4959";"BU01530607";"21";"14";"5";"2"
"4960";"BU01530608";"9";"1";"4";"4"
"4961";"BU01530609";;;;
"4962";"WK015307  ";"17";"10";"6";"1"
"4963";"BU01530700";"9";"5";"3";"1"
"4964";"BU01530701";"0";"0";"0";"0"
"4965";"BU01530702";"0";"0";"0";"0"
"4966";"BU01530703";"8";"5";"3";"0"
"4967";"WK015308  ";"50";"29";"10";"11"
"4968";"BU01530800";"3";"2";"0";"1"
"4969";"BU01530801";"15";"8";"2";"5"
"4970";"BU01530802";"8";"6";"1";"1"
"4971";"BU01530803";"14";"9";"2";"3"
"4972";"BU01530804";"2";"0";"1";"1"
"4973";"BU01530805";"1";"1";"0";"0"
"4974";"BU01530806";"0";"0";"0";"0"
"4975";"BU01530807";"2";"0";"2";"0"
"4976";"BU01530808";"5";"3";"2";"0"
"4977";"WK015309  ";"28";"10";"12";"6"
"4978";"BU01530900";"7";"3";"1";"3"
"4979";"BU01530901";"0";"0";"0";"0"
"4980";"BU01530902";"5";"1";"4";"0"
"4981";"BU01530903";"1";"1";"0";"0"
"4982";"BU01530904";"4";"1";"2";"1"
"4983";"BU01530905";"4";"1";"2";"1"
"4984";"BU01530906";"6";"3";"2";"1"
"4985";"BU01530907";"1";"0";"1";"0"
"4986";"BU01530908";"0";"0";"0";"0"
"4987";"GM0232    ";"95";"54";"28";"13"
"4988";"WK023200  ";"57";"30";"21";"6"
"4989";"BU02320000";"18";"14";"4";"0"
"4990";"BU02320001";"5";"1";"1";"3"
"4991";"BU02320002";"16";"9";"7";"0"
"4992";"BU02320003";"8";"1";"5";"2"
"4993";"BU02320004";"0";"0";"0";"0"
"4994";"BU02320008";"6";"3";"2";"1"
"4995";"BU02320009";"4";"2";"2";"0"
"4996";"WK023201  ";"14";"9";"2";"3"
"4997";"BU02320100";"7";"5";"1";"1"
"4998";"BU02320101";"1";"1";"0";"0"
"4999";"BU02320107";"6";"3";"1";"2"
"5000";"BU02320108";"0";"0";"0";"0"
"5001";"BU02320109";"0";"0";"0";"0"
"5002";"WK023202  ";"24";"15";"5";"4"
"5003";"BU02320200";"2";"1";"0";"1"
"5004";"BU02320201";"3";"2";"1";"0"
"5005";"BU02320202";"6";"6";"0";"0"
"5006";"BU02320203";"8";"6";"1";"1"
"5007";"BU02320204";"1";"0";"1";"0"
"5008";"BU02320207";"0";"0";"0";"0"
"5009";"BU02320208";"3";"0";"1";"2"
"5010";"BU02320209";"1";"0";"1";"0"
"5011";"WK023203  ";"0";"0";"0";"0"
"5012";"BU02320300";;;;
"5013";"BU02320301";"0";"0";"0";"0"
"5014";"BU02320308";"0";"0";"0";"0"
"5015";"BU02320309";"0";"0";"0";"0"
"5016";"GM0233    ";"149";"87";"32";"30"
"5017";"WK023300  ";"148";"87";"32";"29"
"5018";"BU02330000";"49";"33";"8";"8"
"5019";"BU02330001";"6";"5";"0";"1"
"5020";"BU02330002";"6";"2";"1";"3"
"5021";"BU02330003";"70";"37";"17";"16"
"5022";"BU02330004";"6";"3";"3";"0"
"5023";"BU02330005";"0";"0";"0";"0"
"5024";"BU02330006";"5";"4";"1";"0"
"5025";"BU02330007";"3";"2";"0";"1"
"5026";"BU02330008";"2";"1";"1";"0"
"5027";"BU02330009";"1";"0";"1";"0"
"5028";"WK023301  ";"1";"0";"0";"1"
"5029";"BU02330100";"0";"0";"0";"0"
"5030";"BU02330105";"0";"0";"0";"0"
"5031";"BU02330106";;;;
"5032";"BU02330107";"0";"0";"0";"0"
"5033";"BU02330108";"0";"0";"0";"0"
"5034";"BU02330109";"1";"0";"0";"1"
"5035";"GM0777    ";"213";"106";"80";"27"
"5036";"WK077700  ";"59";"36";"15";"8"
"5037";"BU07770000";"14";"9";"4";"1"
"5038";"BU07770001";"9";"5";"1";"3"
"5039";"BU07770002";"6";"4";"1";"1"
"5040";"BU07770003";"5";"3";"2";"0"
"5041";"BU07770004";"4";"3";"1";"0"
"5042";"BU07770005";"21";"12";"6";"3"
"5043";"WK077701  ";"0";"0";"0";"0"
"5044";"BU07770100";"0";"0";"0";"0"
"5045";"WK077702  ";"0";"0";"0";"0"
"5046";"BU07770200";"0";"0";"0";"0"
"5047";"WK077710  ";"92";"39";"41";"12"
"5048";"BU07771000";"2";"2";"0";"0"
"5049";"BU07771001";"6";"1";"5";"0"
"5050";"BU07771002";"4";"2";"1";"1"
"5051";"BU07771003";"37";"17";"19";"1"
"5052";"BU07771004";"6";"3";"3";"0"
"5053";"BU07771005";"0";"0";"0";"0"
"5054";"BU07771006";"2";"2";"0";"0"
"5055";"BU07771007";"2";"1";"1";"0"
"5056";"BU07771008";"0";"0";"0";"0"
"5057";"BU07771009";"1";"0";"1";"0"
"5058";"BU07771010";"6";"3";"2";"1"
"5059";"BU07771011";"0";"0";"0";"0"
"5060";"BU07771012";"6";"3";"2";"1"
"5061";"BU07771013";"5";"0";"0";"5"
"5062";"BU07771014";"0";"0";"0";"0"
"5063";"BU07771015";"15";"5";"7";"3"
"5064";"WK077711  ";"1";"0";"1";"0"
"5065";"BU07771100";"1";"0";"1";"0"
"5066";"WK077712  ";"5";"3";"1";"1"
"5067";"BU07771200";"3";"2";"0";"1"
"5068";"BU07771201";"0";"0";"0";"0"
"5069";"BU07771202";"0";"0";"0";"0"
"5070";"BU07771203";"2";"1";"1";"0"
"5071";"WK077720  ";"43";"21";"16";"6"
"5072";"BU07772000";"6";"4";"1";"1"
"5073";"BU07772001";"1";"0";"0";"1"
"5074";"BU07772002";"2";"2";"0";"0"
"5075";"BU07772003";"1";"0";"0";"1"
"5076";"BU07772004";"3";"1";"2";"0"
"5077";"BU07772005";"2";"1";"1";"0"
"5078";"BU07772006";"6";"1";"3";"2"
"5079";"BU07772007";"9";"5";"4";"0"
"5080";"BU07772008";"2";"2";"0";"0"
"5081";"BU07772009";"5";"2";"3";"0"
"5082";"BU07772010";"6";"3";"2";"1"
"5083";"WK077721  ";"6";"2";"4";"0"
"5084";"BU07772100";"6";"2";"4";"0"
"5085";"WK077722  ";"6";"4";"2";"0"
"5086";"BU07772200";"6";"4";"2";"0"
"5087";"WK077723  ";"1";"1";"0";"0"
"5088";"BU07772300";"0";"0";"0";"0"
"5089";"BU07772301";"0";"0";"0";"0"
"5090";"BU07772302";"1";"1";"0";"0"
"5091";"BU07772303";"0";"0";"0";"0"
"5092";"GM1722    ";"20";"13";"3";"4"
"5093";"WK172200  ";"11";"7";"2";"2"
"5094";"BU17220000";"4";"3";"1";"0"
"5095";"BU17220001";"4";"3";"0";"1"
"5096";"BU17220002";"1";"0";"1";"0"
"5097";"BU17220003";;;;
"5098";"BU17220007";"1";"0";"0";"1"
"5099";"BU17220008";"0";"0";"0";"0"
"5100";"BU17220009";"1";"1";"0";"0"
"5101";"WK172201  ";"4";"2";"0";"2"
"5102";"BU17220100";"3";"1";"0";"2"
"5103";"BU17220109";"1";"1";"0";"0"
"5104";"WK172202  ";"5";"4";"1";"0"
"5105";"BU17220200";"1";"0";"1";"0"
"5106";"BU17220201";"0";"0";"0";"0"
"5107";"BU17220202";;;;
"5108";"BU17220203";"4";"4";"0";"0"
"5109";"BU17220204";"0";"0";"0";"0"
"5110";"BU17220205";;;;
"5111";"BU17220206";;;;
"5112";"BU17220208";"0";"0";"0";"0"
"5113";"BU17220209";;;;
"5114";"GM1940    ";"103";"48";"37";"18"
"5115";"WK194001  ";"0";"0";"0";"0"
"5116";"BU19400101";"0";"0";"0";"0"
"5117";"WK194002  ";"2";"1";"0";"1"
"5118";"BU19400201";"2";"1";"0";"1"
"5119";"WK194003  ";"8";"3";"3";"2"
"5120";"BU19400301";"8";"3";"3";"2"
"5121";"WK194004  ";"1";"0";"1";"0"
"5122";"BU19400401";"1";"0";"1";"0"
"5123";"WK194005  ";"0";"0";"0";"0"
"5124";"BU19400501";"0";"0";"0";"0"
"5125";"WK194006  ";"0";"0";"0";"0"
"5126";"BU19400601";"0";"0";"0";"0"
"5127";"WK194007  ";"0";"0";"0";"0"
"5128";"BU19400701";"0";"0";"0";"0"
"5129";"BU19400702";"0";"0";"0";"0"
"5130";"WK194008  ";"0";"0";"0";"0"
"5131";"BU19400801";"0";"0";"0";"0"
"5132";"WK194009  ";"2";"0";"1";"1"
"5133";"BU19400901";"2";"0";"1";"1"
"5134";"WK194010  ";"2";"0";"2";"0"
"5135";"BU19401001";"2";"0";"2";"0"
"5136";"WK194011  ";"0";"0";"0";"0"
"5137";"BU19401101";"0";"0";"0";"0"
"5138";"BU19401102";"0";"0";"0";"0"
"5139";"WK194012  ";;;;
"5140";"BU19401201";;;;
"5141";"WK194013  ";"0";"0";"0";"0"
"5142";"BU19401301";"0";"0";"0";"0"
"5143";"WK194014  ";"1";"1";"0";"0"
"5144";"BU19401401";"1";"1";"0";"0"
"5145";"WK194015  ";"0";"0";"0";"0"
"5146";"BU19401501";"0";"0";"0";"0"
"5147";"WK194016  ";"0";"0";"0";"0"
"5148";"BU19401601";"0";"0";"0";"0"
"5149";"WK194017  ";"0";"0";"0";"0"
"5150";"BU19401701";"0";"0";"0";"0"
"5151";"WK194018  ";"0";"0";"0";"0"
"5152";"BU19401801";"0";"0";"0";"0"
"5153";"WK194019  ";"29";"16";"7";"6"
"5154";"BU19401901";"3";"2";"0";"1"
"5155";"BU19401902";"1";"0";"0";"1"
"5156";"BU19401903";"6";"4";"1";"1"
"5157";"BU19401904";"0";"0";"0";"0"
"5158";"BU19401905";"4";"3";"1";"0"
"5159";"BU19401906";"0";"0";"0";"0"
"5160";"BU19401907";"5";"4";"1";"0"
"5161";"BU19401908";"0";"0";"0";"0"
"5162";"BU19401909";"1";"1";"0";"0"
"5163";"BU19401910";"9";"2";"4";"3"
"5164";"WK194020  ";;;;
"5165";"BU19402001";;;;
"5166";"WK194021  ";"3";"1";"1";"1"
"5167";"BU19402101";"3";"1";"1";"1"
"5168";"WK194022  ";;;;
"5169";"BU19402201";;;;
"5170";"WK194023  ";"28";"16";"9";"3"
"5171";"BU19402301";"2";"1";"0";"1"
"5172";"BU19402302";"1";"1";"0";"0"
"5173";"BU19402303";"6";"5";"0";"1"
"5174";"BU19402304";"7";"3";"4";"0"
"5175";"BU19402305";"4";"1";"3";"0"
"5176";"BU19402306";"0";"0";"0";"0"
"5177";"BU19402307";"8";"5";"2";"1"
"5178";"BU19402308";"0";"0";"0";"0"
"5179";"WK194024  ";"0";"0";"0";"0"
"5180";"BU19402401";"0";"0";"0";"0"
"5181";"WK194025  ";"1";"1";"0";"0"
"5182";"BU19402501";"1";"1";"0";"0"
"5183";"WK194026  ";"0";"0";"0";"0"
"5184";"BU19402601";"0";"0";"0";"0"
"5185";"WK194027  ";"0";"0";"0";"0"
"5186";"BU19402701";"0";"0";"0";"0"
"5187";"WK194028  ";"2";"0";"1";"1"
"5188";"BU19402801";"0";"0";"0";"0"
"5189";"BU19402802";"2";"0";"1";"1"
"5190";"WK194029  ";;;;
"5191";"BU19402901";;;;
"5192";"WK194030  ";"0";"0";"0";"0"
"5193";"BU19403001";"0";"0";"0";"0"
"5194";"WK194031  ";"7";"1";"6";"0"
"5195";"BU19403101";"7";"1";"6";"0"
"5196";"WK194032  ";"0";"0";"0";"0"
"5197";"BU19403201";"0";"0";"0";"0"
"5198";"WK194033  ";;;;
"5199";"BU19403301";;;;
"5200";"WK194034  ";"3";"1";"2";"0"
"5201";"BU19403401";"3";"1";"2";"0"
"5202";"WK194035  ";"1";"1";"0";"0"
"5203";"BU19403501";"1";"1";"0";"0"
"5204";"WK194036  ";"0";"0";"0";"0"
"5205";"BU19403601";"0";"0";"0";"0"
"5206";"WK194037  ";"1";"0";"0";"1"
"5207";"BU19403701";"1";"0";"0";"1"
"5208";"WK194038  ";"2";"0";"2";"0"
"5209";"BU19403801";"2";"0";"2";"0"
"5210";"WK194039  ";"0";"0";"0";"0"
"5211";"BU19403901";"0";"0";"0";"0"
"5212";"WK194040  ";"4";"3";"0";"1"
"5213";"BU19404001";"4";"3";"0";"1"
"5214";"WK194041  ";"5";"2";"2";"1"
"5215";"BU19404101";"5";"2";"2";"1"
"5216";"WK194042  ";"0";"0";"0";"0"
"5217";"BU19404201";"0";"0";"0";"0"
"5218";"WK194043  ";"0";"0";"0";"0"
"5219";"BU19404301";"0";"0";"0";"0"
"5220";"WK194044  ";;;;
"5221";"BU19404401";;;;
"5222";"WK194045  ";;;;
"5223";"BU19404501";;;;
"5224";"WK194046  ";"0";"0";"0";"0"
"5225";"BU19404601";"0";"0";"0";"0"
"5226";"WK194047  ";"0";"0";"0";"0"
"5227";"BU19404701";"0";"0";"0";"0"
"5228";"WK194048  ";;;;
"5229";"BU19404801";;;;
"5230";"WK194049  ";"0";"0";"0";"0"
"5231";"BU19404901";"0";"0";"0";"0"
"5232";"WK194050  ";"0";"0";"0";"0"
"5233";"BU19405001";"0";"0";"0";"0"
"5234";"WK194051  ";"1";"1";"0";"0"
"5235";"BU19405101";"1";"1";"0";"0"
"5236";"GM0779    ";"60";"32";"19";"9"
"5237";"WK077900  ";"40";"20";"14";"6"
"5238";"BU07790000";"29";"16";"9";"4"
"5239";"BU07790001";"10";"3";"5";"2"
"5240";"BU07790002";"0";"0";"0";"0"
"5241";"BU07790009";"1";"1";"0";"0"
"5242";"WK077901  ";"5";"4";"1";"0"
"5243";"BU07790100";"5";"4";"1";"0"
"5244";"BU07790109";"0";"0";"0";"0"
"5245";"WK077902  ";"15";"8";"4";"3"
"5246";"BU07790200";"10";"6";"2";"2"
"5247";"BU07790201";"3";"1";"1";"1"
"5248";"BU07790202";"2";"1";"1";"0"
"5249";"BU07790203";"0";"0";"0";"0"
"5250";"BU07790209";"0";"0";"0";"0"
"5251";"GM0236    ";"91";"47";"29";"15"
"5252";"WK023600  ";"41";"18";"16";"7"
"5253";"BU02360000";"7";"4";"3";"0"
"5254";"BU02360001";"5";"2";"1";"2"
"5255";"BU02360002";"1";"0";"0";"1"
"5256";"BU02360003";"7";"3";"2";"2"
"5257";"BU02360004";"11";"4";"5";"2"
"5258";"BU02360005";"7";"4";"3";"0"
"5259";"BU02360006";"1";"0";"1";"0"
"5260";"BU02360007";"1";"1";"0";"0"
"5261";"BU02360008";"1";"0";"1";"0"
"5262";"BU02360009";"0";"0";"0";"0"
"5263";"WK023601  ";"7";"3";"1";"3"
"5264";"BU02360100";"0";"0";"0";"0"
"5265";"BU02360101";"2";"1";"0";"1"
"5266";"BU02360102";"1";"0";"0";"1"
"5267";"BU02360103";"1";"0";"1";"0"
"5268";"BU02360106";"0";"0";"0";"0"
"5269";"BU02360107";"1";"1";"0";"0"
"5270";"BU02360108";"0";"0";"0";"0"
"5271";"BU02360109";"2";"1";"0";"1"
"5272";"WK023602  ";"28";"20";"6";"2"
"5273";"BU02360200";"4";"3";"1";"0"
"5274";"BU02360201";"9";"8";"1";"0"
"5275";"BU02360202";"6";"3";"2";"1"
"5276";"BU02360203";"1";"0";"1";"0"
"5277";"BU02360207";"0";"0";"0";"0"
"5278";"BU02360208";"0";"0";"0";"0"
"5279";"BU02360209";"8";"6";"1";"1"
"5280";"WK023603  ";"9";"3";"5";"1"
"5281";"BU02360300";"1";"0";"1";"0"
"5282";"BU02360301";"6";"2";"4";"0"
"5283";"BU02360308";"1";"0";"0";"1"
"5284";"BU02360309";"1";"1";"0";"0"
"5285";"WK023604  ";"6";"3";"1";"2"
"5286";"BU02360400";"3";"2";"0";"1"
"5287";"BU02360401";"3";"1";"1";"1"
"5288";"BU02360402";"0";"0";"0";"0"
"5289";"BU02360403";"0";"0";"0";"0"
"5290";"GM1771    ";"111";"61";"33";"17"
"5291";"WK177100  ";"82";"46";"21";"15"
"5292";"BU17710000";"19";"14";"5";"0"
"5293";"BU17710001";"2";"2";"0";"0"
"5294";"BU17710002";"6";"3";"0";"3"
"5295";"BU17710003";"8";"3";"3";"2"
"5296";"BU17710004";"4";"2";"2";"0"
"5297";"BU17710005";"21";"10";"6";"5"
"5298";"BU17710006";"15";"8";"4";"3"
"5299";"BU17710007";"5";"2";"1";"2"
"5300";"BU17710009";"2";"2";"0";"0"
"5301";"WK177101  ";"29";"15";"12";"2"
"5302";"BU17710100";"27";"15";"11";"1"
"5303";"BU17710109";"2";"0";"1";"1"
"5304";"GM1652    ";"92";"42";"29";"21"
"5305";"WK165200  ";"65";"30";"23";"12"
"5306";"BU16520000";"30";"12";"9";"9"
"5307";"BU16520001";"8";"3";"5";"0"
"5308";"BU16520002";"14";"7";"4";"3"
"5309";"BU16520003";"5";"4";"1";"0"
"5310";"BU16520004";"3";"0";"3";"0"
"5311";"BU16520007";"1";"1";"0";"0"
"5312";"BU16520008";"4";"3";"1";"0"
"5313";"BU16520009";"0";"0";"0";"0"
"5314";"WK165201  ";"3";"3";"0";"0"
"5315";"BU16520100";"2";"2";"0";"0"
"5316";"BU16520108";"0";"0";"0";"0"
"5317";"BU16520109";"1";"1";"0";"0"
"5318";"WK165202  ";"3";"1";"1";"1"
"5319";"BU16520200";"1";"0";"0";"1"
"5320";"BU16520208";"0";"0";"0";"0"
"5321";"BU16520209";"2";"1";"1";"0"
"5322";"WK165203  ";"3";"1";"0";"2"
"5323";"BU16520300";"1";"1";"0";"0"
"5324";"BU16520309";"2";"0";"0";"2"
"5325";"WK165204  ";"11";"6";"3";"2"
"5326";"BU16520400";"9";"5";"3";"1"
"5327";"BU16520408";"2";"1";"0";"1"
"5328";"BU16520409";"0";"0";"0";"0"
"5329";"WK165205  ";"3";"0";"1";"2"
"5330";"BU16520500";"0";"0";"0";"0"
"5331";"BU16520508";"1";"0";"0";"1"
"5332";"BU16520509";"2";"0";"1";"1"
"5333";"WK165206  ";"4";"1";"1";"2"
"5334";"BU16520600";"4";"1";"1";"2"
"5335";"BU16520609";"0";"0";"0";"0"
"5336";"GM0907    ";"39";"23";"10";"6"
"5337";"WK090700  ";"3";"2";"1";"0"
"5338";"BU09070000";"1";"1";"0";"0"
"5339";"BU09070001";"0";"0";"0";"0"
"5340";"BU09070009";"2";"1";"1";"0"
"5341";"WK090701  ";"2";"2";"0";"0"
"5342";"BU09070100";"1";"1";"0";"0"
"5343";"BU09070108";"0";"0";"0";"0"
"5344";"BU09070109";"1";"1";"0";"0"
"5345";"WK090702  ";"3";"3";"0";"0"
"5346";"BU09070200";"3";"3";"0";"0"
"5347";"BU09070209";"0";"0";"0";"0"
"5348";"WK090703  ";"22";"11";"7";"4"
"5349";"BU09070300";"4";"3";"1";"0"
"5350";"BU09070301";"0";"0";"0";"0"
"5351";"BU09070302";"8";"3";"4";"1"
"5352";"BU09070303";"10";"5";"2";"3"
"5353";"BU09070309";"0";"0";"0";"0"
"5354";"WK090704  ";"9";"5";"2";"2"
"5355";"BU09070400";"2";"1";"1";"0"
"5356";"BU09070408";"4";"4";"0";"0"
"5357";"BU09070409";"3";"0";"1";"2"
"5358";"GM0689    ";"24";"9";"10";"5"
"5359";"WK068900  ";"4";"0";"3";"1"
"5360";"BU06890000";"3";"0";"3";"0"
"5361";"BU06890001";"0";"0";"0";"0"
"5362";"BU06890002";"1";"0";"0";"1"
"5363";"WK068901  ";"0";"0";"0";"0"
"5364";"BU06890100";"0";"0";"0";"0"
"5365";"BU06890101";"0";"0";"0";"0"
"5366";"WK068902  ";"0";"0";"0";"0"
"5367";"BU06890200";;;;
"5368";"BU06890201";"0";"0";"0";"0"
"5369";"WK068903  ";"2";"0";"1";"1"
"5370";"BU06890308";"2";"0";"1";"1"
"5371";"BU06890309";"0";"0";"0";"0"
"5372";"WK068904  ";"7";"4";"1";"2"
"5373";"BU06890400";"6";"3";"1";"2"
"5374";"BU06890401";"0";"0";"0";"0"
"5375";"BU06890402";"1";"1";"0";"0"
"5376";"WK068905  ";"3";"1";"2";"0"
"5377";"BU06890500";"1";"0";"1";"0"
"5378";"BU06890501";"0";"0";"0";"0"
"5379";"BU06890502";"2";"1";"1";"0"
"5380";"BU06890509";"0";"0";"0";"0"
"5381";"WK068906  ";"5";"2";"2";"1"
"5382";"BU06890600";"2";"0";"2";"0"
"5383";"BU06890601";"0";"0";"0";"0"
"5384";"BU06890602";"0";"0";"0";"0"
"5385";"BU06890603";"3";"2";"0";"1"
"5386";"WK068907  ";"3";"2";"1";"0"
"5387";"BU06890700";"2";"2";"0";"0"
"5388";"BU06890701";"0";"0";"0";"0"
"5389";"BU06890702";"1";"0";"1";"0"
"5390";"WK068908  ";"0";"0";"0";"0"
"5391";"BU06890800";"0";"0";"0";"0"
"5392";"GM0784    ";"82";"35";"35";"12"
"5393";"WK078400  ";"48";"19";"23";"6"
"5394";"BU07840000";"43";"17";"20";"6"
"5395";"BU07840007";"0";"0";"0";"0"
"5396";"BU07840009";"5";"2";"3";"0"
"5397";"WK078401  ";"25";"11";"11";"3"
"5398";"BU07840100";"19";"9";"8";"2"
"5399";"BU07840107";"2";"1";"1";"0"
"5400";"BU07840109";"4";"1";"2";"1"
"5401";"WK078402  ";"8";"5";"0";"3"
"5402";"BU07840200";"2";"1";"0";"1"
"5403";"BU07840209";"6";"4";"0";"2"
"5404";"WK078403  ";"1";"0";"1";"0"
"5405";"BU07840300";"1";"0";"1";"0"
"5406";"BU07840309";"0";"0";"0";"0"
"5407";"GM1924    ";"107";"57";"38";"12"
"5408";"WK192400  ";"2";"0";"2";"0"
"5409";"BU19240001";"1";"0";"1";"0"
"5410";"BU19240002";"0";"0";"0";"0"
"5411";"BU19240003";"1";"0";"1";"0"
"5412";"WK192401  ";"15";"10";"4";"1"
"5413";"BU19240101";"7";"6";"1";"0"
"5414";"BU19240102";"4";"2";"1";"1"
"5415";"BU19240103";"1";"0";"1";"0"
"5416";"BU19240104";"0";"0";"0";"0"
"5417";"BU19240105";"0";"0";"0";"0"
"5418";"BU19240106";"1";"1";"0";"0"
"5419";"BU19240107";"0";"0";"0";"0"
"5420";"BU19240108";;;;
"5421";"BU19240109";"2";"1";"1";"0"
"5422";"WK192402  ";"5";"1";"3";"1"
"5423";"BU19240201";"1";"0";"1";"0"
"5424";"BU19240202";"0";"0";"0";"0"
"5425";"BU19240203";"1";"0";"0";"1"
"5426";"BU19240204";"2";"1";"1";"0"
"5427";"BU19240205";"1";"0";"1";"0"
"5428";"WK192403  ";"31";"20";"9";"2"
"5429";"BU19240301";"4";"4";"0";"0"
"5430";"BU19240302";"6";"4";"1";"1"
"5431";"BU19240303";"4";"2";"2";"0"
"5432";"BU19240304";"3";"2";"1";"0"
"5433";"BU19240305";"2";"0";"1";"1"
"5434";"BU19240306";"2";"1";"1";"0"
"5435";"BU19240307";"10";"7";"3";"0"
"5436";"WK192404  ";"6";"1";"4";"1"
"5437";"BU19240401";"3";"0";"2";"1"
"5438";"BU19240402";"1";"0";"1";"0"
"5439";"BU19240403";"2";"1";"1";"0"
"5440";"WK192405  ";"2";"1";"1";"0"
"5441";"BU19240501";"2";"1";"1";"0"
"5442";"BU19240502";"0";"0";"0";"0"
"5443";"WK192406  ";"9";"5";"4";"0"
"5444";"BU19240601";"3";"1";"2";"0"
"5445";"BU19240602";"0";"0";"0";"0"
"5446";"BU19240603";"2";"0";"2";"0"
"5447";"BU19240604";"1";"1";"0";"0"
"5448";"BU19240605";"3";"3";"0";"0"
"5449";"BU19240606";"0";"0";"0";"0"
"5450";"WK192407  ";"9";"5";"1";"3"
"5451";"BU19240701";"4";"3";"0";"1"
"5452";"BU19240702";"2";"1";"0";"1"
"5453";"BU19240703";"1";"0";"1";"0"
"5454";"BU19240704";"1";"0";"0";"1"
"5455";"BU19240705";"1";"1";"0";"0"
"5456";"WK192408  ";"5";"2";"1";"2"
"5457";"BU19240801";"5";"2";"1";"2"
"5458";"BU19240802";"0";"0";"0";"0"
"5459";"WK192409  ";"1";"1";"0";"0"
"5460";"BU19240901";"1";"1";"0";"0"
"5461";"BU19240902";"0";"0";"0";"0"
"5462";"BU19240903";"0";"0";"0";"0"
"5463";"WK192410  ";"16";"8";"6";"2"
"5464";"BU19241001";"3";"1";"2";"0"
"5465";"BU19241002";"3";"2";"1";"0"
"5466";"BU19241003";"0";"0";"0";"0"
"5467";"BU19241004";"9";"5";"3";"1"
"5468";"BU19241005";"1";"0";"0";"1"
"5469";"BU19241006";"0";"0";"0";"0"
"5470";"WK192411  ";"0";"0";"0";"0"
"5471";"BU19241101";"0";"0";"0";"0"
"5472";"BU19241102";"0";"0";"0";"0"
"5473";"BU19241103";"0";"0";"0";"0"
"5474";"WK192412  ";"3";"1";"2";"0"
"5475";"BU19241201";"1";"0";"1";"0"
"5476";"BU19241202";"2";"1";"1";"0"
"5477";"WK192413  ";"3";"2";"1";"0"
"5478";"BU19241301";"3";"2";"1";"0"
"5479";"BU19241302";"0";"0";"0";"0"
"5480";"GM0664    ";"255";"118";"100";"37"
"5481";"WK066401  ";"207";"98";"76";"33"
"5482";"BU06640101";"80";"42";"30";"8"
"5483";"BU06640102";"44";"20";"13";"11"
"5484";"BU06640103";"16";"8";"5";"3"
